,type,title,listed_in,score
15788,movie,you are my home,"children & family movies, dramas",3.6
15789,movie,between maybes,"dramas, international movies, romantic movies",3.4
15790,movie,break,"comedies, dramas, international movies",3.4
15791,movie,chico bon bon and the very berry holiday,children & family movies,3.5
15792,movie,just another christmas,"comedies, international movies",3.5
15793,movie,must be... love,"comedies, dramas, international movies",3.5
15795,movie,ari eldjárn: pardon my icelandic,stand-up comedy,3.5
15797,movie,fierce,"comedies, dramas, international movies",3.5
15798,movie,hazel brugger: tropical,stand-up comedy,3.4
15799,movie,3 days to kill,action & adventure,3.6
15800,movie,angela's christmas wish,children & family movies,3.5
15801,movie,angels & demons,thrillers,3.5
15803,movie,chef,"comedies, independent movies",3.5
15804,movie,effie gray,"dramas, international movies, romantic movies",3.5
15807,movie,monster house,"children & family movies, comedies",3.6
15808,movie,natalie palamides: nate - a one man show,comedies,3.5
15811,movie,peppermint,action & adventure,3.5
15812,movie,quigley down under,action & adventure,3.5
15815,movie,the da vinci code,thrillers,3.5
15817,movie,the happytime murders,"action & adventure, comedies",3.5
15820,movie,u-turn,"horror movies, international movies",3.5
15821,movie,finding agnes,"dramas, international movies",3.5
15822,movie,rust creek,thrillers,3.4
15823,movie,spookley and the christmas kittens,children & family movies,3.6
15824,movie,the 2nd,action & adventure,3.6
15826,movie,a go! go! cory carson christmas,children & family movies,3.6
15827,movie,dance dreams: hot chocolate nutcracker,"children & family movies, documentaries",3.6
15828,movie,don’t listen,"horror movies, international movies",3.6
15833,movie,the beast,"action & adventure, international movies",3.5
15834,movie,the call,"international movies, thrillers",3.6
15835,movie,fantastica,"comedies, international movies, lgbtq movies",3.5
15836,movie,larry the cable guy: remain seated,stand-up comedy,3.6
15837,movie,mosul,"action & adventure, dramas, international movies",3.5
15838,movie,unexpectedly yours,"comedies, international movies, romantic movies",3.5
15839,movie,ghosts of war,horror movies,3.6
15841,movie,shawn mendes: live in concert,music & musicals,3.5
15842,movie,the christmas chronicles: part two,"children & family movies, comedies",3.5
15843,movie,andhaghaaram,"horror movies, international movies, thrillers",3.6
15844,movie,andhakaaram,"horror movies, international movies, thrillers",3.6
15846,movie,dragons: rescue riders: huttsgalor holiday,"children & family movies, comedies",3.5
15847,movie,hillbilly elegy,dramas,3.5
15848,movie,notes for my son,"dramas, international movies",3.5
15850,movie,hard kill,action & adventure,3.5
15851,movie,shawn mendes: in wonder,"documentaries, music & musicals",3.5
15853,movie,the suit,"action & adventure, comedies, international movies",3.6
15854,movie,dolly parton’s christmas on the square,"children & family movies, music & musicals",3.5
15855,movie,machete kills,action & adventure,3.6
15856,movie,40 sticks,"international movies, thrillers",3.5
15857,movie,alien xmas,children & family movies,3.6
15860,movie,if anything happens i love you,dramas,3.5
15862,movie,the app that stole christmas,"children & family movies, comedies",3.6
15864,movie,black friday,"dramas, international movies",3.5
15865,movie,bodyguard,"action & adventure, comedies, international movies",3.6
15866,movie,break ke baad,"comedies, international movies, music & musicals",3.5
15867,movie,hawaizaada,"dramas, international movies, romantic movies",3.5
15868,movie,my amnesia girl,"international movies, romantic movies",3.6
15869,movie,raman raghav 2.0,"international movies, thrillers",3.6
15870,movie,singham,"action & adventure, dramas, international movies",3.5
15871,movie,te3n,"dramas, international movies, thrillers",3.6
15872,movie,the princess switch: switched again,"children & family movies, comedies, dramas",3.6
15873,movie,three words to forever,"comedies, dramas, international movies",3.6
15874,movie,well done abba,"comedies, international movies",3.6
15876,movie,ainu mosir,"dramas, international movies",3.5
15877,movie,kevin hart: zero f**ks given,stand-up comedy,3.5
15880,movie,loving,"dramas, romantic movies",3.5
15881,movie,whose streets?,documentaries,3.5
15882,movie,a very country christmas,"music & musicals, romantic movies",3.6
15885,movie,cloudy with a chance of meatballs 2,"children & family movies, comedies",3.5
15886,movie,hometown holiday,romantic movies,3.6
15890,movie,white christmas,"children & family movies, classic movies, comedies",3.5
15891,movie,killer cove,thrillers,3.6
15893,movie,fukrey boyzzz: space mein fukrapanti,"children & family movies, comedies",3.5
15894,movie,jingle jangle: a christmas journey,"children & family movies, music & musicals",3.6
15895,movie,the beginning of life 2: outside,"documentaries, international movies",3.6
15896,movie,the life ahead,"dramas, international movies",3.5
15898,movie,a very special love,"international movies, romantic movies",3.5
15900,movie,first love,"dramas, international movies, romantic movies",3.5
15901,movie,fruitvale station,"dramas, independent movies",3.6
15903,movie,ludo,"comedies, dramas, international movies",3.5
15904,movie,memories of a teenager,"dramas, international movies, lgbtq movies",3.5
15905,movie,prom night,horror movies,3.4
15910,movie,we are all for the fatherland,"documentaries, international movies",3.5
15911,movie,what we wanted,"dramas, international movies",3.5
15916,movie,citation,"dramas, international movies",3.6
15918,movie,girl's revenge,"dramas, international movies",3.6
15919,movie,the endless trench,"dramas, independent movies, international movies",3.5
15920,movie,the late bloomer,comedies,3.5
15922,movie,a new york christmas wedding,"dramas, lgbtq movies, romantic movies",3.6
15923,movie,alone/together,"dramas, international movies, romantic movies",3.4
15925,movie,midnight at the magnolia,"comedies, romantic movies",3.5
15926,movie,one more try,"dramas, international movies, romantic movies",3.4
15927,movie,operation christmas drop,"children & family movies, comedies, romantic movies",3.6
15929,movie,a christmas catch,"dramas, romantic movies",3.6
15930,movie,christmas with a prince,"comedies, dramas, romantic movies",3.5
15932,movie,miss india,"dramas, international movies",3.6
15933,movie,felix lobrecht: hype,stand-up comedy,3.4
15934,movie,mother,"dramas, international movies",3.5
15935,movie,the beginning of life,"documentaries, international movies",3.6
15936,movie,ya no estoy aquí: una conversación entre guillermo del toro y alfonso cuarón,documentaries,3.5
15938,movie,prospect,"sci-fi & fantasy, thrillers",3.6
15940,movie,christmas break-in,"children & family movies, comedies",3.5
15942,movie,elf pets: a fox cub’s christmas tale,children & family movies,3.5
15943,movie,elf pets: santa’s reindeer rescue,children & family movies,3.6
15944,movie,elliot the littlest reindeer,children & family movies,3.6
15952,movie,little monsters,"children & family movies, comedies",3.5
15953,movie,mile 22,action & adventure,3.5
15954,movie,piercing,"dramas, independent movies, thrillers",3.4
15955,movie,snowden,"dramas, thrillers",3.6
15958,movie,the impossible,dramas,3.5
15959,movie,the next karate kid,"action & adventure, dramas, sports movies",3.6
15961,movie,wheels of fortune,"comedies, sports movies",3.5
15963,movie,the 12th man,"action & adventure, dramas, international movies",3.5
15965,movie,hidden in plain sight,"dramas, independent movies, thrillers",3.5
15966,movie,his house,"horror movies, independent movies",3.5
15967,movie,in line,"dramas, international movies",3.6
15968,movie,kaali khuhi,"horror movies, international movies",3.5
15971,movie,rogue city,"dramas, international movies, thrillers",3.5
15974,movie,the day of the lord,"horror movies, international movies",3.5
15975,movie,pagpag: nine lives,"horror movies, international movies",3.6
15976,movie,holidate,"comedies, romantic movies",3.5
15977,movie,la gran ilusión,international movies,3.5
15978,movie,metallica through the never,music & musicals,3.6
15979,movie,nobody sleeps in the woods tonight,"horror movies, international movies",3.4
15980,movie,secrets of the saqqara tomb,documentaries,3.5
15983,movie,guillermo vilas: settling the score,"documentaries, international movies, sports movies",3.5
15984,movie,sarah cooper: everything's fine,comedies,3.5
15986,movie,ajab prem ki ghazab kahani,"comedies, international movies, music & musicals",3.5
15987,movie,black '47,"action & adventure, dramas, independent movies",3.5
15988,movie,i am woman,"dramas, music & musicals",3.5
15989,movie,alice junior,"comedies, international movies, lgbtq movies",3.5
15992,movie,over the moon,"children & family movies, music & musicals",3.6
15993,movie,shattered memories,"dramas, thrillers",3.6
15996,movie,bending the arc,documentaries,3.6
15997,movie,cadaver,"horror movies, international movies",3.6
15998,movie,exes baggage,"dramas, international movies, romantic movies",3.5
15999,movie,fisherman's friends,"comedies, dramas, music & musicals",3.5
16000,movie,the hows of us,"dramas, international movies, romantic movies",3.5
16001,movie,the hummingbird project,"dramas, independent movies",3.4
16002,movie,"yes, god, yes","comedies, dramas, independent movies",3.6
16003,movie,brave blue world: racing to solve our water crisis,"documentaries, international movies",3.5
16005,movie,rebecca,"dramas, romantic movies, thrillers",3.5
16006,movie,the magic school bus rides again the frizz connection,children & family movies,3.5
16007,movie,tremors: shrieker island,"action & adventure, horror movies",3.6
16008,movie,beirut oh beirut,"classic movies, dramas, international movies",3.5
16009,movie,bosta,"dramas, international movies, music & musicals",3.5
16010,movie,ghadi,"comedies, dramas, international movies",3.6
16011,movie,heritages,"documentaries, international movies",3.6
16012,movie,listen,"dramas, independent movies, international movies",3.5
16013,movie,out of life,"classic movies, dramas, independent movies",3.6
16014,movie,panoptic,"documentaries, international movies",3.5
16015,movie,taxi ballad,"dramas, international movies",3.5
16016,movie,the kite,"dramas, international movies, romantic movies",3.5
16017,movie,the little wars,"dramas, independent movies, international movies",3.5
16018,movie,under the bombs,"dramas, independent movies, international movies",3.5
16020,movie,west beirut,"dramas, international movies",3.6
16021,movie,what did i mess,"comedies, international movies, romantic movies",3.5
16022,movie,whispers,"documentaries, international movies",3.6
16023,movie,zozo,"dramas, international movies",3.6
16024,movie,paranorman,"children & family movies, comedies",3.5
16026,movie,i am vengeance: retaliation,action & adventure,3.5
16027,movie,disconnect,"comedies, international movies, romantic movies",3.6
16029,movie,in a valley of violence,action & adventure,3.6
